-0.4708171,-0.4422466,-0.540748,-0.4178967,-0.1905885,-0.2848898,0.01350913,0.4492569,-0.2895862,-0.4908915,-0.4924081,-0.4924081,-0.0791989,0.1194831,-0.3745384,0.527086,0.3278288,0.6665753,-0.6737936,-0.5643907,-0.6659223,-0.5834283,-0.2585832,-0.1570763,
-0.4357977,-0.06627756,-0.224022,-0.3108856,0.3131174,-0.1688075,-0.1090192,0.3418883,-0.28376,-0.3161703,-0.318334,-0.318334,-0.08107062,-0.05507583,-0.3927202,0.4437527,0.2586357,0.4691168,-0.5194528,-0.3696232,-0.5640115,-0.4389524,-0.1682217,-0.08323017,
-0.08171206,-0.05077368,-0.04964482,-0.03413284,0.07114889,-0.1907509,-0.1997712,0.3561949,-0.3414258,-0.02248998,-0.02574146,-0.02574146,-0.05811081,0.05337357,-0.410902,0.4298638,0.06527802,0.2838583,-0.4165589,-0.1719488,-0.4493618,-0.2406521,-0.183282,-0.07092248,
-0.05836576,-0.01201399,0.0499993,0.06180812,0.3441897,-0.1002326,-0.1665271,0.1717376,-0.2019176,0.02583716,0.02611039,0.02611039,0.03148241,-0.1237852,-0.3927202,0.277086,0.02400513,0.1876345,-0.3008032,-0.05566974,-0.3315274,-0.1018419,-0.1923181,-0.05861478,
0.1206226,-0.04302174,-0.006940197,0.03228782,-0.004346524,-0.2419461,-0.2758441,0.1677095,-0.2573355,-0.03735987,-0.04055628,-0.04055628,-0.07152483,0.03703188,-0.4290838,0.2631972,0.06411506,0.1513269,-0.2236328,0.005376772,-0.2550943,-0.02818752,-0.1953301,-0.07707632,
-0.08949416,-0.3608512,-0.1279366,-0.2260148,0.2113872,-0.3418129,-0.3526078,0.150625,-0.2868336,-0.1749063,-0.1775933,-0.1738896,-0.04800349,0.02539461,-0.4472656,0.2493083,0.07594054,0.1903951,-0.165755,0.01700468,-0.1786612,0.01997112,-0.2977398,-0.1170763,
-0.2918288,-0.2174404,-0.3485772,-0.3293358,0.07345986,-0.262954,-0.2873285,0.09117644,-0.2128819,-0.3124528,-0.3109266,-0.3109266,0.0546294,-0.01236459,-0.4290838,0.1937527,0.1131125,0.1788453,-0.06929198,-0.006251135,-0.09904334,0.01997112,-0.2887037,-0.08323017,
-0.1322957,0.3058155,0.1816719,0.002767528,0.1135006,0.07450064,0.5316855,0.208893,0.1444903,0.1856885,0.2038882,0.1927771,0.5992388,0.1455432,0.389098,0.2354194,-0.1817549,0.04068951,0.06897169,0.04898142,0.03152991,0.05396545,0.1420192,0.3044621,
0.3463035,0.2631798,0.2279353,0.3570111,-0.2396336,-0.2128337,0.1306838,0.4409229,-0.2218277,0.2897777,0.2927771,0.2927771,-0.282281,0.2474311,0.2072798,0.3465305,-0.3852471,-0.07235089,0.1557884,0.0896791,0.1334407,0.09362551,0.09683853,0.3013852,
0.1128405,-0.3492233,-0.02473379,-0.1854244,0.3594204,-0.4016908,-0.4342933,0.2291027,-0.3820718,-0.1154268,-0.1146304,-0.1146304,-0.4007612,-0.1481739,-0.1018111,0.1798638,0.1066519,-0.04460355,0.1654347,0.04316747,0.1652879,0.08229406,-0.3278603,0.05215445,
-0.307393,-0.139921,-0.224022,-0.1780443,0.01639226,-0.1326372,-0.1231803,0.01360161,-0.07442885,-0.1897762,-0.1887044,-0.1887044,0.2322561,-0.1514547,0.02546165,-0.0006917318,0.07889233,-0.1444982,0.1879427,0.07805119,0.1939503,0.08229406,-0.3007518,0.2490775,
-0.07392996,-0.1282931,-0.1599651,-0.06734318,-0.01974496,-0.05314,-0.2615103,-0.1582853,-0.0343793,-0.1340141,-0.1294452,-0.1294452,-0.09248815,-0.1125812,-0.02908381,-0.1395806,0.03056209,-0.2280272,0.1847273,0.0896791,0.2098739,0.1077898,-0.3007518,0.2521544,
-0.155642,-0.3686031,0.007294679,-0.2924354,0.5411842,0.03380595,0.3555349,0.1481248,0.09104505,-0.2529733,-0.2590748,-0.2553711,0.4533067,0.3137264,0.09818892,-0.1951362,0.3887099,-0.2409892,0.1590038,-0.01206509,0.1907656,0.03980115,-0.499547,-0.6955379,
-0.1867704,-0.4771303,-0.2951964,-0.4142067,0.1592409,-0.2067232,0.4305716,0.3512639,-0.003275529,-0.3682149,-0.3701859,-0.3701859,0.06167956,0.2216806,0.09818892,-0.2645806,0.3824345,-0.2488257,0.1204186,-0.1225302,0.1557337,-0.06218186,0.2353927,0.0460006,
-0.3657587,-0.1631768,-0.199111,-0.2739852,-0.4515596,0.2508567,0.1015844,-0.4642788,0.3606569,-0.1526015,-0.1553711,-0.1516674,-0.2302471,-0.6862736,-0.01090199,-0.4590251,-0.4205231,-0.3334247,0.1075569,-0.09346044,0.1461796,-0.06784758,0.126959,-0.1816917,
