-0.4937932,-0.541232,-0.5370142,-0.5194679,0.2990348,-0.4919104,-0.4613099,0.1662741,-0.5480993,-0.5339438,-0.533586,-0.5338403,0.008223132,0.01381063,-0.5494094,-0.4821429,0.2045973,-0.4498002,-0.3744389,-0.4200347,-0.3686361,-0.4316191,-0.4826354,-0.1657328,
-0.4501691,-0.5135397,-0.4558454,-0.4280224,0.2118181,-0.4584596,-0.2606428,0.1361618,-0.3436553,-0.4269101,-0.4363216,-0.4301817,0.1496423,-0.01397636,-0.5017903,-0.4732143,0.1964649,-0.4354066,-0.3707075,-0.4597459,-0.3391158,-0.4352956,-0.4954971,-0.1502888,
-0.4501691,-0.3535397,-0.4233779,-0.4014738,0.253646,-0.257848,-0.03614312,0.03811065,-0.06313033,-0.4085615,-0.4059265,-0.4088403,0.1690343,-0.06943984,-0.4422666,-0.4464286,0.08482172,-0.2939296,-0.3557821,-0.4272549,-0.3317358,-0.4205897,-0.4215421,-0.0325282,
-0.4065449,-0.3689243,-0.4168844,-0.3218278,-0.2181735,-0.3142818,-0.1841722,0.1170794,-0.2596231,-0.3596318,-0.3572942,-0.357011,-0.1340842,0.07507458,-0.4065523,-0.4196429,0.1324569,-0.359714,-0.311006,-0.430865,-0.3022155,-0.4169132,-0.4344039,-0.0325282,
-0.4937932,-0.3720012,-0.4298714,-0.4427717,0.3100069,-0.3286533,-0.06852638,0.2679117,-0.2771593,-0.4483168,-0.4454401,-0.4454256,0.08046235,0.1337421,-0.3946475,-0.4017857,0.05187012,-0.3466533,-0.2960806,-0.4055943,-0.2948354,-0.4242661,-0.4440502,-0.5112927,
-0.3796993,-0.3350781,-0.3714298,-0.2864295,-0.01382446,-0.2410997,0.07731958,0.4004059,-0.2528155,-0.3259927,-0.3208201,-0.3234744,0.1050355,0.1187714,-0.3470285,-0.3660714,0.05018239,-0.3204067,-0.2736926,-0.3586628,-0.2763852,-0.3727956,-0.4472656,0.0697884,
-0.292451,-0.3073858,-0.290261,-0.2244826,0.04192189,-0.2579837,0.5386901,0.6594397,-0.04695563,-0.2709468,-0.2630693,-0.2655476,0.361771,0.2220749,-0.1922666,-0.2767857,-0.09282967,-0.297041,-0.2699612,-0.3081213,-0.257935,-0.3323544,-0.4472656,-0.5074317,
-0.326008,-0.421232,-0.3454558,-0.3424767,-0.3197787,0.03483886,-0.2289266,-0.3064556,0.04105221,-0.335167,-0.3299386,-0.3326208,-0.6382291,-0.7779251,-0.09702846,-0.2142857,-0.4059379,-0.3813243,-0.2624985,-0.3261719,-0.2431749,-0.313972,-0.3411563,-0.3645745,
-0.3897664,-0.1166166,-0.1798714,-0.2952791,0.5222733,0.5080896,0.05433596,-0.3405603,0.3228843,-0.246482,-0.2417927,-0.2442061,0.2168484,-0.01723566,-0.001790365,-0.2142857,0.1299351,-0.1059222,-0.2326478,-0.2648,-0.2247247,-0.2882367,0.04148035,-0.1251923,
-0.06090735,0.04953726,-0.004546723,-0.000293833,0.06245622,0.3753059,0.1597938,-0.2458926,0.3414008,0.01039875,0.01048692,0.01189143,0.0721726,0.08789084,0.06963821,-0.08928572,-0.0761794,0.091883,-0.169215,-0.1673271,-0.1767542,-0.1779426,0.08649644,-0.1136093,
0.1035222,0.1356911,0.1090896,0.1265498,-0.358389,0.330744,0.09854458,-0.2236974,0.2685329,0.1235486,0.1229489,0.1246963,-0.06347331,0.02872611,0.06963821,-0.0625,0.134491,0.124077,-0.08712541,-0.05541375,-0.0955734,-0.07132497,0.09935817,-0.1000958,
0.1941262,0.1818449,0.1383104,0.1737475,-0.356021,0.2884233,0.1386901,-0.190134,0.2775733,0.1602458,0.1563836,0.1582329,0.01902941,0.03800685,0.09344773,-0.01785714,0.08287065,0.2248226,-0.005035856,0.0564996,-0.0254627,0.03161621,0.09614273,0.09681543,
0.2444618,0.4279988,0.4175312,0.262243,0.4065508,0.3923141,0.2899939,-0.2379078,0.4519007,0.3345578,0.3448334,0.338111,0.1094765,-0.02839465,0.2482096,-0.008928572,-0.04124301,0.5501997,0.09197907,0.2586657,0.06678823,0.1933809,0.5045029,0.1045374,
0.4793611,0.3664603,0.433765,0.4274348,-0.04162534,0.1108034,0.1703457,0.01544182,0.1405512,0.4232428,0.4208212,0.420428,-0.1109913,0.2174345,0.2601144,0.4553571,-0.7954026,0.4395639,0.1815313,0.370579,0.1590392,0.3551456,0.4112553,0.09681543,
0.4424483,0.2895373,0.3720767,0.3536885,0.08434625,-0.000554497,0.217829,0.06030581,0.1470864,0.3620807,0.3569915,0.3594524,0.025,0.04723235,0.3077334,0.5089286,0.06235065,0.3252266,0.2598895,0.4283408,0.2586702,0.4397044,0.3565929,0.09102392,
0.412247,0.3295373,0.3818169,0.2799422,0.2083656,-0.02491142,0.0007883566,0.01530648,-0.01161089,0.3345578,0.3205173,0.3259158,-0.1902373,-0.02612971,0.3434477,0.5,0.05674391,0.2164964,0.3419791,0.4716621,0.3361609,0.4874986,0.3598083,0.2898656,
0.4323812,0.3233834,0.3525961,0.3861369,-0.3222732,0.002714506,-0.00776228,-0.06900804,0.04856774,0.3773712,0.3691495,0.3716475,-0.02059361,-0.05822561,0.3434477,0.4910714,-0.09713916,0.2900754,0.4166059,0.504153,0.4136517,0.5389692,0.3983935,0.2860046,
0.4290255,0.3726142,0.3331156,0.3182902,-0.07640354,0.09971088,-0.1366283,-0.0947896,-0.04641102,0.3284416,0.3235568,0.3259158,-0.1184916,-0.01044084,0.3672573,0.4821429,0.1201123,0.1823134,0.5136209,0.4933227,0.4948325,0.5352927,0.3823164,0.2898656,
0.4994953,0.3941526,0.4629858,0.4539835,-0.2162033,0.05221786,-0.2092177,-0.07049674,-0.1311512,0.4354752,0.4420979,0.4387207,-0.07270058,0.03043863,0.379162,0.5178571,0.1105839,0.2532656,0.5770537,0.5005429,0.5760133,0.5389692,0.3855318,0.2898656,
0.5062068,0.458768,0.4532455,0.4805321,-0.4777267,0.1805393,-0.1530018,-0.09749633,-0.05893689,0.4660562,0.466414,0.4661597,0.0321055,-0.0114352,0.4505906,0.5178571,0.09125092,0.2922744,0.6255612,0.5402541,0.6313639,0.5647044,0.3919627,0.4887073,
